 #energy tdos sumdos updos dndos awdos
       -19.9705         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.9644         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.9583         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.9522         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.9461         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.9400         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.9339         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.9278         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.9217         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.9156         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.9095         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.9034         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.8973         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.8912         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.8851         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.8790         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.8729         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.8668         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.8607         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.8546         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.8486         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.8425         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.8364         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.8303         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.8242         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.8181         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.8120         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.8059         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.7998         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.7937         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.7876         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.7815         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.7754         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.7693         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.7632         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.7571         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.7510         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.7449         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.7388         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.7327         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.7266         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.7205         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.7144         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.7083         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.7022         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.6961         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.6900         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.6839         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.6778         0.0000        16.4918         0.0000        -0.0000         0.0000
       -19.6717         0.0001        16.4918         0.0000        -0.0000         0.0001
       -19.6656         0.0001        16.4918         0.0001        -0.0000         0.0001
       -19.6595         0.0001        16.4918         0.0001        -0.0000         0.0001
       -19.6534         0.0002        16.4918         0.0001        -0.0000         0.0002
       -19.6473         0.0003        16.4918         0.0002        -0.0001         0.0003
       -19.6412         0.0004        16.4918         0.0003        -0.0001         0.0004
       -19.6351         0.0005        16.4918         0.0004        -0.0001         0.0005
       -19.6290         0.0008        16.4919         0.0006        -0.0002         0.0008
       -19.6229         0.0011        16.4919         0.0008        -0.0002         0.0011
       -19.6168         0.0015        16.4919         0.0011        -0.0003         0.0015
