 #  energy  xx  yy  zz  sp  sm
         3.4655         0.0141         0.0013         0.0000         0.0072         0.0082
         3.4657         0.0505         0.7504         0.0101         0.2088         0.5920
         3.4662         0.0095         0.0361         0.0016         0.0112         0.0344
         3.4663         0.1789         0.2555         0.0010         0.1989         0.2355
         3.4666         0.0991         0.6175         0.0015         0.5607         0.1558
         3.4668         0.0195         0.0011         0.0003         0.0065         0.0142
         3.4668         0.0534         0.8032         0.0118         0.2269         0.6298
         3.4669         0.4261         0.3836         0.0004         0.4620         0.3478
         3.4669         0.1925         0.4044         0.0029         0.2632         0.3337
         3.4671         0.0196         0.0024         0.0001         0.0120         0.0099
         3.4672         0.0237         0.0026         0.0002         0.0119         0.0145
         3.4674         0.0071         0.0413         0.0015         0.0093         0.0392
         3.4674         0.1013         0.6558         0.0017         0.5908         0.1663
         3.4676         0.0066         0.1607         0.0019         0.0512         0.1161
         3.4683         0.0478         0.1907         0.0012         0.1851         0.0533
         3.4685         0.0508         0.1726         0.0008         0.1662         0.0571
         3.4685         0.0230         0.0020         0.0003         0.0131         0.0119
         3.4689         0.0037         0.1994         0.0016         0.0747         0.1283
         3.4689         0.3753         0.3767         0.0001         0.3475         0.4044
         3.4689         0.0170         0.0014         0.0002         0.0106         0.0078
         3.4693         0.0604         0.0843         0.0013         0.1249         0.0199
         3.4696         0.1806         0.2280         0.0008         0.1734         0.2352
         3.4696         0.0205         0.1479         0.0049         0.0597         0.1086
         3.4696         0.0045         0.1820         0.0020         0.0646         0.1219
         3.4697         0.4887         0.4589         0.0003         0.5484         0.3992
         3.4697         0.2210         0.2759         0.0009         0.2104         0.2865
         3.4702         0.0511         0.7715         0.0110         0.2173         0.6053
         3.4702         0.0999         0.6347         0.0017         0.5745         0.1601
         3.4703         0.0812         0.1647         0.0011         0.0933         0.1527
         3.4704         0.0243         0.0006         0.0006         0.0096         0.0153
         3.4704         0.4337         0.4048         0.0003         0.4001         0.4384
         3.4705         0.2232         0.2764         0.0011         0.2313         0.2683
         3.4707         0.0808         0.4555         0.0021         0.2638         0.2725
         3.4708         0.1158         0.1259         0.0020         0.1919         0.0498
         3.4710         0.0357         0.1736         0.0009         0.1482         0.0612
         3.4711         0.0215         0.0008         0.0006         0.0114         0.0109
         3.4712         0.0960         0.4772         0.0025         0.2784         0.2948
         3.4717         0.4720         0.4452         0.0004         0.5298         0.3874
         3.4722         0.2386         0.5894         0.0003         0.4497         0.3783
         3.4723         0.2061         0.2703         0.0006         0.2027         0.2738
         3.4726         0.2425         0.6173         0.0002         0.4676         0.3923
         3.4727         0.0244         0.1620         0.0051         0.0678         0.1185
         3.4731         0.0222         0.1487         0.0049         0.0607         0.1102
         3.4733         0.2070         0.2714         0.0010         0.2263         0.2521
         3.4734         0.1942         0.5252         0.0067         0.1341         0.5853
         3.4735         0.0457         0.1172         0.0008         0.1265         0.0364
         3.4737         0.0330         0.1729         0.0011         0.1471         0.0588
         3.4737         0.1117         0.2004         0.0007         0.1161         0.1960
         3.4741         0.4219         0.3940         0.0002         0.3775         0.4384
         3.4742         0.0855         0.4608         0.0023         0.2690         0.2773
         3.4749         0.0577         0.1453         0.0008         0.0766         0.1264
         3.4750         0.0426         0.0171         0.0000         0.0045         0.0552
         3.4750         0.2424         0.6001         0.0002         0.4581         0.3845
         3.4754         0.0384         0.0156         0.0000         0.0026         0.0514
         3.4754         0.2849         0.6025         0.0027         0.5805         0.3070
         3.4756         0.1634         0.4852         0.0066         0.1185         0.5301
         3.4758         0.0529         0.0140         0.0005         0.0577         0.0091
         3.4759         0.0511         0.0145         0.0004         0.0563         0.0093
         3.4759         0.0258         0.1405         0.0006         0.1083         0.0581
         3.4763         0.0419         0.0150         0.0000         0.0064         0.0505
         3.4764         0.0357         0.0132         0.0001         0.0027         0.0462
         3.4770         0.0535         0.0132         0.0006         0.0583         0.0084
         3.4771         0.0475         0.0146         0.0006         0.0525         0.0096
         3.4775         0.1703         0.4526         0.0053         0.1203         0.5026
         3.4776         0.0384         0.0115         0.0001         0.0046         0.0453
         3.4779         0.0082         0.0120         0.0000         0.0009         0.0193
         3.4779         0.3170         0.5530         0.0023         0.5212         0.3488
         3.4781         0.0387         0.0125         0.0001         0.0056         0.0455
         3.4787         0.0052         0.0090         0.0000         0.0005         0.0136
         3.4789         0.1164         0.1600         0.0010         0.2113         0.0650
         3.4791         0.0523         0.0117         0.0006         0.0548         0.0091
         3.4791         0.2809         0.5926         0.0035         0.6363         0.2372
         3.4792         0.0474         0.0131         0.0007         0.0506         0.0099
         3.4793         0.0281         0.1740         0.0046         0.0752         0.1269
         3.4794         0.0293         0.1632         0.0042         0.0702         0.1223
         3.4795         0.0249         0.0129         0.0001         0.0366         0.0011
         3.4798         0.0109         0.0158         0.0000         0.0009         0.0257
         3.4798         0.0223         0.0150         0.0001         0.0368         0.0005
         3.4799         0.0369         0.1690         0.0010         0.1481         0.0578
         3.4799         0.5073         0.2568         0.0030         0.5687         0.1954
         3.4810         0.0095         0.0127         0.0002         0.0016         0.0207
         3.4812         0.1088         0.1836         0.0003         0.1003         0.1922
         3.4814         0.3220         0.6046         0.0086         0.2214         0.7052
         3.4814         0.0045         0.0102         0.0001         0.0007         0.0140
         3.4816         0.0594         0.1456         0.0006         0.0741         0.1310
         3.4817         0.4758         0.3054         0.0032         0.6387         0.1426
         3.4818         0.0217         0.0121         0.0001         0.0331         0.0007
         3.4819         0.0219         0.1413         0.0008         0.1083         0.0549
         3.4819         0.0095         0.0196         0.0001         0.0188         0.0103
         3.4820         0.1531         0.4549         0.0049         0.1123         0.4957
         3.4822         0.0101         0.0150         0.0001         0.0006         0.0245
         3.4822         0.0625         0.1384         0.0008         0.1536         0.0472
         3.4823         0.0307         0.1752         0.0038         0.0759         0.1299
         3.4827         0.0173         0.0167         0.0001         0.0339         0.0001
         3.4828         0.0072         0.0127         0.0001         0.0006         0.0193
         3.4830         0.0121         0.0102         0.0000         0.0040         0.0183
         3.4832         0.0364         0.1679         0.0008         0.1464         0.0579
         3.4833         0.1422         0.3932         0.0052         0.0987         0.4366
         3.4834         0.0065         0.0206         0.0002         0.0179         0.0092
         3.4838         0.0066         0.0174         0.0002         0.0190         0.0050
         3.4838         0.3547         0.6715         0.0074         0.2391         0.7871
         3.4840         0.0076         0.0153         0.0003         0.0024         0.0205
         3.4842         0.2688         0.4545         0.0018         0.4129         0.3104
         3.4843         0.0353         0.0181         0.0001         0.0514         0.0021
         3.4845         0.5185         0.2606         0.0022         0.5057         0.2734
         3.4846         0.0218         0.0161         0.0000         0.0050         0.0329
         3.4847         0.0787         0.1444         0.0004         0.0719         0.1512
         3.4847         0.0171         0.0140         0.0000         0.0310         0.0001
         3.4847         0.0344         0.0171         0.0002         0.0498         0.0017
         3.4848         0.3513         0.6305         0.0090         0.2278         0.7540
         3.4848         0.0331         0.0190         0.0002         0.0477         0.0044
         3.4848         0.0191         0.0184         0.0000         0.0056         0.0319
         3.4851         0.0156         0.0162         0.0001         0.0317         0.0000
         3.4856         0.1003         0.0988         0.0017         0.0325         0.1665
         3.4857         0.1958         0.4862         0.0028         0.4715         0.2106
         3.4858         0.0279         0.0186         0.0001         0.0396         0.0069
         3.4859         0.1531         0.4299         0.0048         0.1046         0.4784
         3.4861         0.0840         0.1493         0.0006         0.1799         0.0535
         3.4865         0.0302         0.0171         0.0001         0.0454         0.0018
         3.4865         0.0036         0.0155         0.0001         0.0156         0.0035
         3.4867         0.1006         0.0965         0.0016         0.0345         0.1627
         3.4869         0.0160         0.0215         0.0000         0.0060         0.0314
         3.4871         0.0252         0.0177         0.0000         0.0383         0.0046
         3.4875         0.0203         0.0151         0.0000         0.0038         0.0317
         3.4877         0.0121         0.0099         0.0000         0.0048         0.0172
         3.4878         0.1276         0.0796         0.0031         0.1977         0.0095
         3.4878         0.0063         0.0155         0.0003         0.0191         0.0027
         3.4879         0.1903         0.3844         0.0015         0.3192         0.2555
         3.4886         0.5318         0.3920         0.0039         0.7470         0.1768
         3.4890         0.0096         0.0134         0.0002         0.0054         0.0176
         3.4890         0.0043         0.0138         0.0002         0.0161         0.0020
         3.4893         0.0155         0.0217         0.0000         0.0054         0.0317
         3.4898         0.0449         0.2048         0.0028         0.1118         0.1379
         3.4901         0.6069         0.3574         0.0030         0.6713         0.2931
         3.4901         0.0168         0.0179         0.0000         0.0037         0.0311
         3.4902         0.0285         0.0892         0.0025         0.0848         0.0329
         3.4905         0.0105         0.1216         0.0036         0.0530         0.0791
         3.4907         0.0111         0.0111         0.0001         0.0056         0.0166
         3.4907         0.1424         0.1137         0.0025         0.2456         0.0105
         3.4907         0.0629         0.0689         0.0004         0.0164         0.1154
         3.4910         0.3900         0.7119         0.0069         0.2583         0.8436
         3.4911         0.3691         0.6399         0.0081         0.2297         0.7793
         3.4915         0.0931         0.0902         0.0015         0.0250         0.1583
         3.4917         0.0948         0.0827         0.0016         0.0283         0.1492
         3.4924         0.1269         0.0756         0.0024         0.1925         0.0100
         3.4925         0.0080         0.1089         0.0029         0.0461         0.0709
         3.4928         0.6117         0.4533         0.0045         0.8300         0.2349
         3.4932         0.0312         0.1064         0.0032         0.0983         0.0393
         3.4933         0.0681         0.0892         0.0005         0.0236         0.1336
         3.4934         0.0457         0.1996         0.0026         0.1086         0.1367
         3.4935         0.0503         0.2314         0.0022         0.1289         0.1528
         3.4944         0.0121         0.1371         0.0031         0.0617         0.0875
         3.4946         0.0366         0.0154         0.0001         0.0103         0.0417
         3.4947         0.0517         0.0623         0.0001         0.0100         0.1041
         3.4949         0.3774         0.6592         0.0069         0.2444         0.7922
         3.4953         0.0240         0.0798         0.0017         0.0746         0.0292
         3.4955         0.0298         0.0178         0.0001         0.0077         0.0399
         3.4956         0.0363         0.0172         0.0002         0.0313         0.0222
         3.4962         0.0368         0.0171         0.0001         0.0256         0.0283
         3.4963         0.0012         0.0176         0.0001         0.0062         0.0127
         3.4967         0.0014         0.0121         0.0001         0.0027         0.0107
         3.4968         0.0381         0.0110         0.0003         0.0267         0.0223
         3.4969         0.0469         0.0080         0.0004         0.0218         0.0331
         3.4972         0.0027         0.0105         0.0001         0.0015         0.0117
         3.4973         0.0922         0.0771         0.0015         0.0232         0.1462
         3.4973         0.0011         0.0175         0.0001         0.0052         0.0134
         3.4975         0.0441         0.0112         0.0002         0.0090         0.0464
         3.4976         0.0023         0.0140         0.0002         0.0026         0.0137
         3.4978         0.0083         0.1198         0.0020         0.0523         0.0758
         3.4978         0.1484         0.1183         0.0018         0.2541         0.0127
         3.4979         0.0009         0.0179         0.0001         0.0075         0.0113
         3.4981         0.0914         0.0815         0.0012         0.0223         0.1505
         3.4983         0.0233         0.0223         0.0003         0.0049         0.0407
         3.4983         0.0436         0.0057         0.0005         0.0219         0.0275
         3.4986         0.1257         0.0812         0.0023         0.1994         0.0074
         3.4986         0.0200         0.0195         0.0005         0.0019         0.0376
         3.4987         0.0383         0.0062         0.0005         0.0212         0.0233
         3.4987         0.0084         0.0044         0.0001         0.0031         0.0098
         3.4987         0.0039         0.0159         0.0003         0.0022         0.0176
         3.4989         0.0048         0.0120         0.0002         0.0010         0.0159
         3.4991         0.0194         0.0008         0.0000         0.0070         0.0132
         3.4991         0.0170         0.0390         0.0001         0.0289         0.0271
         3.4992         0.0106         0.1418         0.0017         0.0662         0.0861
         3.4996         0.0008         0.0189         0.0001         0.0065         0.0133
         3.4996         0.0334         0.0088         0.0006         0.0382         0.0040
         3.4997         0.0413         0.0183         0.0000         0.0074         0.0522
         3.4998         0.0057         0.0154         0.0003         0.0013         0.0199
         3.4998         0.0177         0.0178         0.0007         0.0026         0.0329
         3.4998         0.0227         0.0237         0.0006         0.0109         0.0356
         3.5001         0.0131         0.0404         0.0001         0.0310         0.0225
         3.5003         0.0098         0.1367         0.0015         0.0626         0.0839
         3.5003         0.0565         0.2495         0.0015         0.1429         0.1631
         3.5003         0.0373         0.0108         0.0001         0.0053         0.0428
         3.5004         0.0637         0.0984         0.0007         0.0235         0.1386
         3.5006         0.0292         0.0185         0.0005         0.0441         0.0036
         3.5006         0.0229         0.0330         0.0002         0.0231         0.0328
         3.5007         0.0519         0.2284         0.0016         0.1279         0.1523
         3.5008         0.0194         0.0180         0.0008         0.0062         0.0311
         3.5009         0.0260         0.0079         0.0004         0.0300         0.0038
         3.5010         0.0006         0.0181         0.0001         0.0082         0.0104
         3.5013         0.0223         0.0211         0.0007         0.0118         0.0315
         3.5014         0.1311         0.0910         0.0020         0.2139         0.0082
         3.5016         0.0011         0.0102         0.0001         0.0031         0.0083
         3.5017         0.0008         0.0196         0.0001         0.0085         0.0119
         3.5017         0.0398         0.0125         0.0000         0.0064         0.0459
         3.5022         0.0121         0.0009         0.0002         0.0085         0.0045
         3.5024         0.0188         0.0129         0.0004         0.0313         0.0004
         3.5026         0.0149         0.0386         0.0002         0.0301         0.0234
         3.5027         0.0272         0.1105         0.0022         0.0962         0.0415
         3.5028         0.0255         0.0004         0.0002         0.0099         0.0159
         3.5030         0.0284         0.0013         0.0004         0.0097         0.0200
         3.5030         0.0242         0.0090         0.0002         0.0300         0.0032
         3.5033         0.0231         0.0318         0.0003         0.0200         0.0348
         3.5033         0.0292         0.0200         0.0003         0.0435         0.0056
         3.5036         0.0500         0.0799         0.0002         0.0123         0.1177
         3.5036         0.0167         0.0055         0.0000         0.0024         0.0197
         3.5038         0.0583         0.2541         0.0011         0.1470         0.1653
         3.5041         0.0324         0.0006         0.0006         0.0151         0.0178
         3.5041         0.0281         0.0003         0.0001         0.0174         0.0111
         3.5041         0.0299         0.0017         0.0000         0.0097         0.0218
         3.5043         0.0231         0.0174         0.0002         0.0385         0.0019
         3.5044         0.0199         0.0348         0.0003         0.0248         0.0299
         3.5045         0.0241         0.0925         0.0021         0.0821         0.0345
         3.5045         0.0170         0.0082         0.0000         0.0022         0.0229
         3.5047         0.0241         0.0107         0.0001         0.0323         0.0025
         3.5048         0.0252         0.0079         0.0004         0.0271         0.0060
         3.5050         0.0315         0.0006         0.0004         0.0198         0.0123
         3.5052         0.0316         0.0010         0.0001         0.0114         0.0212
         3.5052         0.0299         0.0013         0.0002         0.0217         0.0095
         3.5053         0.0276         0.0009         0.0000         0.0111         0.0174
         3.5058         0.0106         0.0111         0.0005         0.0066         0.0151
         3.5062         0.0122         0.0086         0.0005         0.0080         0.0128
         3.5065         0.0566         0.0978         0.0004         0.0188         0.1356
         3.5066         0.0170         0.0037         0.0000         0.0040         0.0167
         3.5067         0.0315         0.0003         0.0001         0.0150         0.0169
         3.5070         0.0253         0.0008         0.0001         0.0159         0.0103
         3.5075         0.0287         0.0008         0.0002         0.0176         0.0119
         3.5082         0.0168         0.0080         0.0001         0.0027         0.0221
         3.5085         0.0257         0.1083         0.0021         0.0927         0.0413
         3.5087         0.0233         0.0123         0.0001         0.0324         0.0032
         3.5095         0.0256         0.0084         0.0004         0.0282         0.0058
         3.5107         0.0179         0.0057         0.0000         0.0043         0.0193
         3.5114         0.0173         0.0071         0.0001         0.0031         0.0213
         3.5116         0.0241         0.0112         0.0002         0.0306         0.0047
         3.5124         0.0616         0.2577         0.0010         0.2845         0.0349
         3.5135         0.0134         0.0051         0.0003         0.0021         0.0165
         3.5136         0.0099         0.0032         0.0002         0.0009         0.0121
         3.5145         0.0109         0.0381         0.0005         0.0171         0.0318
         3.5145         0.0047         0.0142         0.0003         0.0029         0.0160
         3.5147         0.0256         0.0264         0.0001         0.0449         0.0071
         3.5157         0.0225         0.0264         0.0001         0.0416         0.0073
         3.5160         0.0150         0.0062         0.0002         0.0044         0.0168
         3.5162         0.0561         0.2881         0.0016         0.2978         0.0465
         3.5163         0.0115         0.0366         0.0001         0.0091         0.0389
         3.5165         0.0680         0.2580         0.0012         0.0389         0.2870
         3.5167         0.0100         0.0011         0.0001         0.0025         0.0085
         3.5168         0.0077         0.0326         0.0000         0.0091         0.0311
         3.5170         0.0198         0.0282         0.0001         0.0402         0.0078
         3.5177         0.0182         0.0501         0.0005         0.0269         0.0414
         3.5178         0.0104         0.0126         0.0002         0.0050         0.0179
         3.5178         0.0087         0.0350         0.0001         0.0123         0.0315
         3.5179         0.0606         0.2647         0.0010         0.2876         0.0377
         3.5181         0.0687         0.2720         0.0017         0.0410         0.2996
         3.5184         0.0163         0.0067         0.0002         0.0058         0.0173
         3.5186         0.0225         0.0227         0.0002         0.0263         0.0189
         3.5186         0.0252         0.0517         0.0002         0.0438         0.0331
         3.5189         0.0169         0.0059         0.0002         0.0062         0.0166
         3.5189         0.0219         0.0269         0.0001         0.0140         0.0349
         3.5190         0.0157         0.0294         0.0000         0.0368         0.0084
         3.5191         0.0160         0.0266         0.0003         0.0149         0.0277
         3.5193         0.0043         0.0260         0.0000         0.0092         0.0210
         3.5197         0.0698         0.2260         0.0013         0.0281         0.2678
         3.5200         0.0054         0.0327         0.0001         0.0148         0.0233
         3.5200         0.0192         0.0268         0.0003         0.0103         0.0358
         3.5203         0.1379         0.4787         0.0021         0.3771         0.2396
         3.5205         0.1528         0.4963         0.0002         0.3100         0.3391
         3.5211         0.0039         0.0283         0.0001         0.0126         0.0196
         3.5211         0.0147         0.0296         0.0001         0.0356         0.0086
         3.5214         0.0168         0.0503         0.0001         0.0413         0.0258
         3.5216         0.0097         0.0236         0.0006         0.0111         0.0222
         3.5219         0.0190         0.0492         0.0005         0.0289         0.0393
         3.5220         0.0169         0.0343         0.0003         0.0190         0.0322
         3.5222         0.0135         0.0309         0.0000         0.0354         0.0090
         3.5225         0.0075         0.0193         0.0003         0.0051         0.0217
         3.5227         0.1453         0.4883         0.0004         0.3020         0.3316
         3.5227         0.1454         0.4972         0.0024         0.3887         0.2539
         3.5229         0.1310         0.4663         0.0025         0.3661         0.2312
         3.5231         0.0135         0.0062         0.0003         0.0126         0.0072
         3.5232         0.0527         0.2899         0.0026         0.2942         0.0484
         3.5234         0.0568         0.2839         0.0011         0.2956         0.0450
         3.5234         0.0698         0.1984         0.0012         0.0203         0.2479
         3.5234         0.0059         0.0184         0.0004         0.0060         0.0183
         3.5239         0.0606         0.1951         0.0012         0.0365         0.2191
         3.5242         0.0701         0.2659         0.0020         0.0361         0.2998
         3.5242         0.0257         0.2330         0.0013         0.1952         0.0635
         3.5245         0.0103         0.0221         0.0000         0.0241         0.0083
         3.5246         0.1616         0.5090         0.0001         0.3204         0.3502
         3.5252         0.0546         0.2857         0.0018         0.2943         0.0460
         3.5252         0.0270         0.2156         0.0007         0.1893         0.0533
         3.5263         0.0699         0.2293         0.0015         0.0266         0.2725
         3.5264         0.0102         0.0051         0.0001         0.0108         0.0044
         3.5275         0.0470         0.1951         0.0005         0.0440         0.1981
         3.5291         0.0111         0.0193         0.0006         0.0068         0.0236
         3.5291         0.0084         0.0289         0.0003         0.0082         0.0292
         3.5292         0.0696         0.2116         0.0016         0.0340         0.2473
         3.5294         0.0277         0.2262         0.0016         0.1929         0.0610
         3.5297         0.1323         0.4680         0.0025         0.3662         0.2341
         3.5297         0.1462         0.4993         0.0028         0.3902         0.2553
         3.5300         0.1461         0.4871         0.0002         0.3030         0.3302
         3.5317         0.0002         0.0510         0.0069         0.0275         0.0237
         3.5326         0.0002         0.0412         0.0068         0.0235         0.0179
         3.5329         0.0266         0.2224         0.0012         0.1930         0.0561
         3.5330         0.1592         0.5079         0.0000         0.3161         0.3511
         3.5338         0.1399         0.4824         0.0026         0.3794         0.2429
         3.5341         0.0439         0.1920         0.0003         0.0446         0.1913
         3.5345         0.0073         0.0234         0.0003         0.0051         0.0256
         3.5348         0.0330         0.2387         0.0014         0.2123         0.0594
         3.5356         0.0424         0.0103         0.0016         0.0472         0.0055
         3.5356         0.0138         0.0294         0.0003         0.0196         0.0236
         3.5361         0.1500         0.4910         0.0000         0.3049         0.3360
         3.5363         0.0106         0.0646         0.0004         0.0196         0.0556
         3.5367         0.0303         0.2446         0.0016         0.2140         0.0609
         3.5370         0.0002         0.0729         0.0055         0.0379         0.0352
         3.5371         0.0401         0.0259         0.0014         0.0010         0.0650
         3.5372         0.0654         0.2138         0.0010         0.0384         0.2407
         3.5377         0.0046         0.0656         0.0067         0.0508         0.0194
         3.5381         0.0181         0.0404         0.0001         0.0270         0.0315
         3.5382         0.0113         0.0496         0.0004         0.0160         0.0450
         3.5384         0.0197         0.0381         0.0002         0.0307         0.0271
         3.5387         0.0530         0.1906         0.0003         0.0404         0.2032
         3.5390         0.0407         0.0083         0.0016         0.0428         0.0062
         3.5390         0.0212         0.0450         0.0001         0.0316         0.0346
         3.5394         0.0006         0.0443         0.0048         0.0253         0.0196
         3.5394         0.0068         0.0263         0.0001         0.0205         0.0126
         3.5398         0.0178         0.0484         0.0001         0.0318         0.0344
         3.5399         0.0212         0.0441         0.0001         0.0286         0.0366
         3.5401         0.0223         0.0379         0.0001         0.0385         0.0217
         3.5401         0.0200         0.0556         0.0059         0.0235         0.0521
         3.5402         0.0091         0.0139         0.0002         0.0040         0.0190
         3.5402         0.0108         0.0795         0.0002         0.0271         0.0632
         3.5405         0.0247         0.0483         0.0002         0.0419         0.0311
         3.5407         0.0140         0.0610         0.0002         0.0665         0.0085
         3.5407         0.0040         0.0341         0.0056         0.0303         0.0079
         3.5408         0.0008         0.0963         0.0062         0.0461         0.0509
         3.5408         0.0190         0.0345         0.0060         0.0022         0.0514
         3.5411         0.0418         0.0281         0.0011         0.0014         0.0686
         3.5411         0.0124         0.0231         0.0002         0.0152         0.0203
         3.5412         0.0243         0.0423         0.0001         0.0455         0.0211
         3.5413         0.0378         0.0421         0.0009         0.0001         0.0798
         3.5415         0.0149         0.0495         0.0000         0.0339         0.0305
         3.5417         0.0433         0.0104         0.0018         0.0481         0.0057
         3.5422         0.0008         0.0718         0.0051         0.0366         0.0359
         3.5425         0.0125         0.0215         0.0001         0.0295         0.0045
         3.5426         0.0235         0.0583         0.0054         0.0169         0.0649
         3.5427         0.0151         0.0733         0.0059         0.0142         0.0742
         3.5428         0.0191         0.0430         0.0001         0.0288         0.0333
         3.5431         0.0162         0.0704         0.0001         0.0769         0.0097
         3.5441         0.0142         0.0491         0.0000         0.0343         0.0290
         3.5443         0.0033         0.0474         0.0001         0.0274         0.0232
         3.5444         0.0043         0.0726         0.0055         0.0543         0.0226
         3.5448         0.0130         0.0421         0.0003         0.0187         0.0364
         3.5449         0.0121         0.0585         0.0001         0.0607         0.0099
         3.5453         0.0220         0.0592         0.0056         0.0307         0.0505
         3.5453         0.0151         0.0467         0.0001         0.0321         0.0297
         3.5455         0.0107         0.0973         0.0001         0.0374         0.0706
         3.5456         0.0193         0.0147         0.0047         0.0002         0.0338
         3.5467         0.0587         0.0722         0.0027         0.0035         0.1275
         3.5468         0.0406         0.0072         0.0016         0.0407         0.0070
         3.5477         0.0040         0.0152         0.0042         0.0165         0.0026
         3.5478         0.1104         0.1004         0.0001         0.1889         0.0219
         3.5479         0.0122         0.0695         0.0001         0.0307         0.0510
         3.5480         0.0405         0.0313         0.0008         0.0004         0.0714
         3.5481         0.0661         0.0685         0.0019         0.0023         0.1324
         3.5484         0.0393         0.0436         0.0004         0.0006         0.0823
         3.5490         0.0137         0.0235         0.0000         0.0306         0.0066
         3.5490         0.0143         0.0906         0.0001         0.0881         0.0168
         3.5493         0.0409         0.0094         0.0019         0.0444         0.0059
         3.5495         0.0656         0.0737         0.0013         0.0010         0.1383
         3.5500         0.0035         0.0493         0.0047         0.0388         0.0140
         3.5502         0.1150         0.0980         0.0002         0.1821         0.0309
         3.5504         0.0214         0.0041         0.0005         0.0051         0.0205
         3.5505         0.0181         0.0053         0.0003         0.0032         0.0202
         3.5506         0.0033         0.0220         0.0044         0.0207         0.0046
         3.5508         0.0119         0.0659         0.0048         0.0153         0.0625
         3.5508         0.0776         0.0633         0.0013         0.0019         0.1391
         3.5508         0.0408         0.0082         0.0019         0.0424         0.0067
         3.5509         0.0803         0.0564         0.0009         0.0037         0.1331
         3.5509         0.0829         0.0520         0.0014         0.0047         0.1302
         3.5510         0.1186         0.1040         0.0006         0.1927         0.0298
         3.5511         0.0201         0.0310         0.0044         0.0014         0.0496
         3.5512         0.0396         0.0315         0.0006         0.0003         0.0707
         3.5515         0.0117         0.0687         0.0001         0.0668         0.0136
         3.5515         0.0079         0.2126         0.0021         0.1415         0.0790
         3.5516         0.0305         0.0691         0.0059         0.0155         0.0840
         3.5517         0.0063         0.0316         0.0000         0.0222         0.0156
         3.5517         0.0251         0.0017         0.0005         0.0105         0.0163
         3.5518         0.0086         0.0118         0.0001         0.0123         0.0081
         3.5519         0.0170         0.0032         0.0002         0.0082         0.0120
         3.5527         0.0113         0.0079         0.0001         0.0064         0.0128
         3.5527         0.0076         0.2313         0.0033         0.1539         0.0849
         3.5527         0.0110         0.0812         0.0008         0.0529         0.0393
         3.5531         0.0250         0.0657         0.0053         0.0256         0.0651
         3.5532         0.0110         0.0953         0.0001         0.0846         0.0217
         3.5536         0.0150         0.2877         0.0016         0.1668         0.1360
         3.5538         0.0162         0.0480         0.0045         0.0088         0.0554
         3.5539         0.0113         0.0193         0.0000         0.0194         0.0112
         3.5540         0.0038         0.1395         0.0062         0.0832         0.0600
         3.5540         0.0252         0.0013         0.0003         0.0155         0.0110
         3.5541         0.0117         0.0791         0.0009         0.0512         0.0395
         3.5542         0.0194         0.0028         0.0002         0.0146         0.0076
         3.5544         0.0247         0.0730         0.0004         0.0912         0.0066
         3.5544         0.0147         0.2676         0.0011         0.1552         0.1272
         3.5551         0.1392         0.0941         0.0008         0.1948         0.0385
         3.5554         0.1211         0.0982         0.0001         0.1850         0.0342
         3.5555         0.0115         0.0117         0.0000         0.0151         0.0082
         3.5555         0.0359         0.0713         0.0046         0.0039         0.1032
         3.5558         0.0358         0.0175         0.0036         0.0491         0.0043
         3.5560         0.0288         0.2225         0.0006         0.1912         0.0601
         3.5560         0.0057         0.1186         0.0069         0.0790         0.0453
         3.5562         0.0415         0.0148         0.0033         0.0426         0.0137
         3.5562         0.0297         0.0813         0.0005         0.1045         0.0065
         3.5568         0.0010         0.1377         0.0014         0.0607         0.0780
         3.5569         0.0308         0.0772         0.0060         0.0182         0.0898
         3.5574         0.1421         0.0882         0.0003         0.1956         0.0347
         3.5574         0.0149         0.0066         0.0001         0.0042         0.0172
         3.5575         0.0474         0.0851         0.0048         0.0028         0.1297
         3.5575         0.0067         0.1931         0.0016         0.1237         0.0761
         3.5580         0.0135         0.0873         0.0007         0.0603         0.0405
         3.5583         0.0032         0.1333         0.0016         0.0482         0.0883
         3.5591         0.0107         0.1465         0.0012         0.1047         0.0525
         3.5592         0.0228         0.0710         0.0003         0.0865         0.0073
         3.5593         0.0196         0.0741         0.0038         0.0112         0.0826
         3.5599         0.0026         0.1367         0.0048         0.0810         0.0583
         3.5600         0.0356         0.1993         0.0003         0.1882         0.0466
         3.5600         0.0056         0.2322         0.0031         0.1470         0.0908
         3.5602         0.0122         0.2969         0.0019         0.1719         0.1372
         3.5602         0.0161         0.0076         0.0000         0.0102         0.0135
         3.5604         0.0345         0.0169         0.0042         0.0415         0.0099
         3.5605         0.0221         0.0305         0.0044         0.0462         0.0063
         3.5605         0.0271         0.2351         0.0009         0.1937         0.0686
         3.5609         0.0009         0.1340         0.0011         0.0611         0.0738
         3.5610         0.0139         0.2573         0.0010         0.1521         0.1191
         3.5611         0.0739         0.0172         0.0008         0.0116         0.0795
         3.5613         0.0170         0.0064         0.0000         0.0053         0.0181
         3.5613         0.0118         0.0401         0.0012         0.0167         0.0353
         3.5613         0.0155         0.0793         0.0009         0.0565         0.0384
         3.5614         0.0533         0.0878         0.0014         0.0500         0.0911
         3.5620         0.0158         0.0422         0.0018         0.0185         0.0395
         3.5622         0.0112         0.1692         0.0014         0.1222         0.0581
         3.5624         0.0587         0.0861         0.0015         0.0565         0.0883
