 #  energy  xx  yy  zz  sp  sm
         3.5626         0.0152         0.1384         0.0060         0.0426         0.1110
         3.5626         0.0674         0.0217         0.0007         0.0136         0.0755
         3.5628         0.0058         0.1750         0.0015         0.1076         0.0732
         3.5633         0.0095         0.1223         0.0062         0.0427         0.0891
         3.5634         0.0084         0.1209         0.0008         0.0798         0.0495
         3.5634         0.0317         0.0895         0.0004         0.1129         0.0084
         3.5638         0.0048         0.2004         0.0020         0.1201         0.0851
         3.5638         0.0647         0.0167         0.0007         0.0136         0.0678
         3.5644         0.0039         0.1119         0.0059         0.0738         0.0421
         3.5644         0.0197         0.0303         0.0037         0.0409         0.0090
         3.5648         0.0149         0.0871         0.0008         0.0619         0.0400
         3.5651         0.0438         0.0826         0.0046         0.0033         0.1232
         3.5652         0.0207         0.0748         0.0001         0.0862         0.0093
         3.5653         0.0153         0.0389         0.0036         0.0405         0.0137
         3.5658         0.0243         0.0676         0.0039         0.0069         0.0850
         3.5664         0.0063         0.1140         0.0017         0.0349         0.0853
         3.5666         0.0121         0.2926         0.0016         0.1721         0.1327
         3.5666         0.0156         0.0812         0.0009         0.0593         0.0375
         3.5667         0.0028         0.1320         0.0054         0.0755         0.0593
         3.5668         0.0135         0.2730         0.0014         0.1635         0.1230
         3.5669         0.0576         0.0867         0.0008         0.0445         0.0999
         3.5669         0.0413         0.1958         0.0003         0.1948         0.0422
         3.5670         0.0450         0.0304         0.0006         0.0115         0.0639
         3.5673         0.0032         0.1226         0.0017         0.0443         0.0815
         3.5674         0.0593         0.0278         0.0005         0.0111         0.0760
         3.5674         0.0063         0.0376         0.0010         0.0127         0.0312
         3.5676         0.0270         0.0876         0.0001         0.1044         0.0102
         3.5679         0.0284         0.0351         0.0022         0.0199         0.0436
         3.5680         0.0334         0.2178         0.0004         0.1996         0.0516
         3.5683         0.0695         0.1153         0.0026         0.1646         0.0202
         3.5684         0.0692         0.1366         0.0001         0.0477         0.1581
         3.5688         0.0087         0.1230         0.0062         0.0465         0.0851
         3.5690         0.0414         0.0400         0.0005         0.0063         0.0752
         3.5692         0.0342         0.0622         0.0044         0.0026         0.0938
         3.5694         0.0029         0.1273         0.0057         0.0729         0.0572
         3.5695         0.0110         0.1733         0.0011         0.1202         0.0641
         3.5698         0.0491         0.0972         0.0010         0.0600         0.0864
         3.5700         0.0196         0.1553         0.0053         0.0460         0.1290
         3.5702         0.0676         0.1116         0.0035         0.1580         0.0212
         3.5703         0.0062         0.1251         0.0011         0.0781         0.0532
         3.5710         0.0400         0.2005         0.0003         0.2004         0.0402
         3.5714         0.0070         0.1040         0.0019         0.0305         0.0804
         3.5715         0.0704         0.1319         0.0026         0.1848         0.0176
         3.5718         0.0814         0.0137         0.0033         0.0794         0.0156
         3.5718         0.0497         0.0932         0.0002         0.0617         0.0812
